0.112715,0.443409,0.005586,1.383862,10.668332
0.121241,0.458893,0.007890,1.314459,11.574977
0.128201,0.479459,0.011566,1.250717,15.887982
0.107687,0.423834,0.006206,1.382352,9.537711
0.088659,0.404017,0.006674,1.418717,12.307093
0.121846,0.430216,0.010865,1.279800,8.220956
0.087451,0.425369,0.003838,1.500993,16.391928
0.139387,0.529878,0.013355,1.224317,26.304040
0.132053,0.515036,0.011606,1.245574,23.582626
0.129771,0.499663,0.011319,1.250715,20.102055
0.120204,0.472755,0.006449,1.345442,13.424355
0.159353,0.536965,0.014757,1.203380,26.413505
0.146522,0.517433,0.014424,1.203467,25.925920
0.136625,0.492310,0.014334,1.210614,19.933737
0.144300,0.541001,0.013753,1.222380,26.543593
0.132905,0.528165,0.010460,1.261925,26.211112
0.126348,0.506350,0.007755,1.311320,17.713033
0.091377,0.388900,0.012966,1.346892,13.298975
0.115233,0.396415,0.015033,1.264785,10.021497
0.127865,0.435985,0.014546,1.228555,11.787953
0.132257,0.466136,0.014383,1.216516,14.897594
0.089039,0.396896,0.020125,1.732962,81.378777
0.075130,0.408252,0.009354,1.545175,44.815011
0.067433,0.421232,0.004284,1.605697,47.421907
0.059409,0.436380,0.003518,1.693166,81.353299
0.108159,0.450413,0.004500,1.427842,11.629414
0.111454,0.464543,0.004737,1.421897,10.554924
0.079159,0.447648,0.003544,1.579438,26.196067
0.073756,0.444098,0.003389,1.606960,34.232411
0.067774,0.441205,0.003336,1.648460,49.712871
0.077354,0.464106,0.004273,1.621862,27.763212
